text,true_label,predicted_label,confidence,language,correct
"Hoye geche, geche, records update koro 🙏!!",ALREADY_PAID,NEEDS_REMINDER,0.3953284813688904,Bengali,False
"Dekho this is resolved, payment was made",ALREADY_PAID,LIKELY_PAY,0.3862916621663545,English,False
"Haan clear kar diya tha, dubara mat call karo !!",ALREADY_PAID,HIGH_RISK,0.38606863875966946,Hindi,False
"Ok so alReaDy cleAreD, DOn'T CaLl aGaIn For ThIs 🙂",ALREADY_PAID,HIGH_RISK,0.379054676164019,English,False
"Call karte raho, dekh lena kya hota hai",HIGH_RISK,VAGUE,0.37891488894187453,Hindi,False
"I did the NEFT in 2 days, it should reflect",ALREADY_PAID,LIKELY_PAY,0.3763966032530925,English,False
Well uTR number ache amar kache,ALREADY_PAID,HIGH_RISK,0.37611923243312656,Bengali,False
"PAISE BHEJ DIYE THE, CHECK KARO plz???",ALREADY_PAID,LIKELY_PAY,0.3634440412639861,Hindi,False
Haan months pehle pay kiya tha yaar thanks,ALREADY_PAID,NEEDS_REMINDER,0.36322149515351704,Hinglish,False
Dude onek age pay kore diyechilem plz,ALREADY_PAID,LIKELY_PAY,0.36318590392577577,Bengali,False
kaal call koro ei byapare ...!!,NEEDS_REMINDER,HIGH_RISK,0.3562750101616375,Bengali,False
"I have the UTR number, want to see?",ALREADY_PAID,HIGH_RISK,0.3506751223477842,English,False
Yaar bank mein debit dikha raha hai ok?!!,ALREADY_PAID,DISPUTE,0.3501626348212358,Hindi,False
"NEFT korechilem Shukrobar er moddhe, reflect howar kotha 🤷",ALREADY_PAID,DISPUTE,0.34832469253391446,Bengali,False
Kaun sa loan hai 🙂,NEEDS_REMINDER,DISPUTE,0.34746251990978055,Hindi,False
"Shob pay kore diyechi, kichu pending nei",ALREADY_PAID,DISPUTE,0.3424822800539901,Bengali,False
Partial 5th e korechilem ar baki 5th e boss???,ALREADY_PAID,DISPUTE,0.34189971498544613,Bengali,False
"Paid in full, you should have it",ALREADY_PAID,DISPUTE,0.33921263204037994,Hinglish,False
Listen pArTIal 5th ko kiya tHa aur BaakI 5tH ko,ALREADY_PAID,DISPUTE,0.33757997246086086,Hindi,False
"Mera CA dekhta hai ye sab, usse puchta hun",NEEDS_REMINDER,VAGUE,0.3298842802895419,Hindi,False
cheque se bhej diya paisa 🙏🙏,ALREADY_PAID,LIKELY_PAY,0.3292131296154638,Hindi,False
"i did the neft this weekend, it should reflect",ALREADY_PAID,LIKELY_PAY,0.32397566533458666,English,False
Dude acCOUnt seTtle kOrE diyeChI,ALREADY_PAID,DISPUTE,0.31953773899333904,Bengali,False
ACCOUNT SETTLE KORE KORE DIYECHI,ALREADY_PAID,DISPUTE,0.3170565508767454,Bengali,False
Months pehle pay kiya tha yaar,ALREADY_PAID,NEEDS_REMINDER,0.315887723706994,Hinglish,False
Arey dui bar pay korechi actually,ALREADY_PAID,LIKELY_PAY,0.3077662496649378,Bengali,False
Cheshta korbo taratari,LIKELY_PAY,NEEDS_REMINDER,0.30670156622837097,Bengali,False
"Amar CA dekhe ei shob, take jigges kori",NEEDS_REMINDER,DISPUTE,0.28920120640052127,Bengali,False
I sent the money through NEFT,ALREADY_PAID,LIKELY_PAY,0.28346340777405254,English,False
Partial Partial 20th ko kiya tha aur baaki 20th ko,ALREADY_PAID,DISPUTE,0.2777662154829889,Hindi,False
I need to talk to my spouse first,NEEDS_REMINDER,HIGH_RISK,0.2641577253426199,English,False
Payment will be done in 3 days sir,LIKELY_PAY,LIKELY_PAY,0.9729385827565732,English,True
"Arey money is ready, will transfer by Friday",LIKELY_PAY,LIKELY_PAY,0.9542141886931184,English,True
Interest calculation is wrong,DISPUTE,DISPUTE,0.953879930824131,Hinglish,True
"Haan I know, will pay by Friday",LIKELY_PAY,LIKELY_PAY,0.9495671118954653,Hinglish,True
"Haan I know, will pay in 3 days",LIKELY_PAY,LIKELY_PAY,0.9446274359721958,Hinglish,True
I will expose your company on social media,HIGH_RISK,HIGH_RISK,0.9420710830087478,English,True
"HAAN BHAI, EK HAFTE MEIN TAK KAR DUNGA",LIKELY_PAY,LIKELY_PAY,0.9411918625652037,Hindi,True
"I'm arranging the money, will pay in 3 days",LIKELY_PAY,LIKELY_PAY,0.9369678346503882,English,True
"Thoda aur time do, ek hafte mein tak de dunga",LIKELY_PAY,LIKELY_PAY,0.9361975053749056,Hindi,True
Why hidden charges charges bhai?,DISPUTE,DISPUTE,0.9355806349552446,Hinglish,True
"Paisa arrange ho raha hai, kal mein de dunga",LIKELY_PAY,LIKELY_PAY,0.9338953836139502,Hindi,True
"I'm arranging the money, will pay within a week",LIKELY_PAY,LIKELY_PAY,0.9285269414076335,English,True
I dispute this charge,DISPUTE,DISPUTE,0.9269616183817397,English,True
Will do do NEFT by Friday,LIKELY_PAY,LIKELY_PAY,0.9251539050212827,English,True
"Abhi paisa nahi hai, Shukravaar tak tak pakka",LIKELY_PAY,LIKELY_PAY,0.9197725275665098,Hindi,True
"Haan taka arrange hocche, ek shoptahe diye debo",LIKELY_PAY,LIKELY_PAY,0.9195004185930369,Bengali,True
Loan agreement e onno terms ache,DISPUTE,DISPUTE,0.9161302762654681,Bengali,True
"Ok fine, take the payment in 2 days",LIKELY_PAY,LIKELY_PAY,0.9141629404802272,English,True
"maiN Serious huN, SHUkraVAaR tAk taK PaKka",LIKELY_PAY,LIKELY_PAY,0.9111956249260811,Hindi,True
I'll consider it sochunga,VAGUE,VAGUE,0.9103179213953276,Hinglish,True
Tum log scammer ho,HIGH_RISK,HIGH_RISK,0.9074365446327407,Hindi,True
The interest calculation is incorrect,DISPUTE,DISPUTE,0.9022341693947382,English,True
Dekho maybe,VAGUE,VAGUE,0.9004132841573069,English,True
Can't commit right now plz!!,VAGUE,VAGUE,0.9004026166291023,English,True
Aaj e payment hoye jabe,LIKELY_PAY,LIKELY_PAY,0.8992509026342987,Bengali,True
Maine ye loan loan nahi liya hai asap,DISPUTE,DISPUTE,0.8984456339779915,Hinglish,True
Well parso tak pakka de dunga,LIKELY_PAY,LIKELY_PAY,0.8972998638046782,Hindi,True
Tum log log scammer ho,HIGH_RISK,HIGH_RISK,0.8939458611015683,Hindi,True
Hidden charges keno ...,DISPUTE,DISPUTE,0.8938728528401492,Bengali,True
"Basically i'M ARRANGING THE MONEY, WILL PAY BY FRIDAY 😡",LIKELY_PAY,LIKELY_PAY,0.8937336622076014,English,True
Pura amount de dunga Shukravaar tak,LIKELY_PAY,LIKELY_PAY,0.892779881878226,Hindi,True
Sochunga !!,VAGUE,VAGUE,0.8923496426268109,Hindi,True
"I've kept the money aside, will pay by end of month",LIKELY_PAY,LIKELY_PAY,0.883160263443183,English,True
Maybe shayad thx,VAGUE,VAGUE,0.8828597826278382,Hinglish,True
"Haan give me one more day, will pay for sure!!",LIKELY_PAY,LIKELY_PAY,0.8793690567873594,English,True
Email e details pathao,NEEDS_REMINDER,NEEDS_REMINDER,0.8767409850919111,Bengali,True
Ok so tumhari company fraud hai,HIGH_RISK,HIGH_RISK,0.8763106433292361,Hindi,True
Why hidden charges bhai?,DISPUTE,DISPUTE,0.8762193623428586,Hinglish,True
Abhi commit nahi kar sakta sir???,VAGUE,VAGUE,0.8761474858745195,Hindi,True
Email pe details bhej do,NEEDS_REMINDER,NEEDS_REMINDER,0.8750424381639567,Hindi,True
Suno hidden charges keno?,DISPUTE,DISPUTE,0.8745369525901495,Bengali,True
Boss email pe details bhej do,NEEDS_REMINDER,NEEDS_REMINDER,0.871264891054792,Hindi,True
Mushkil hai situation ...,VAGUE,VAGUE,0.8686500344902747,Hindi,True
Well auto-debit auto-debit on chhilo na?,NEEDS_REMINDER,NEEDS_REMINDER,0.8684908301679287,Bengali,True
SITUATION COMPLICATED HAI asap,VAGUE,VAGUE,0.867869050256781,Hinglish,True
Well one more call and I'm reporting you sir!!,HIGH_RISK,HIGH_RISK,0.8674286143067292,English,True
Hey sochunga,VAGUE,VAGUE,0.8669584481344969,Hindi,True
"Haan haan karunga, karunga, ek hafte mein tak pakka",LIKELY_PAY,LIKELY_PAY,0.8658173064393749,Hinglish,True
"I accept the due amount, will pay by end of month",LIKELY_PAY,LIKELY_PAY,0.8655331973790937,English,True
I will do NEFT 2 din mein mein,LIKELY_PAY,LIKELY_PAY,0.8652802956856531,Hinglish,True
Acha i will do NEFT month end tak mein !!,LIKELY_PAY,LIKELY_PAY,0.8648400376634922,Hinglish,True
Pura taka diye debo ek shoptahe 😭,LIKELY_PAY,LIKELY_PAY,0.8636564330127937,Bengali,True
Finances check check karke batata hun,NEEDS_REMINDER,NEEDS_REMINDER,0.8635768568023211,Hindi,True
can't commit abhi yaar,VAGUE,VAGUE,0.861251796368764,Hinglish,True
Loan agreement e onno terms ache boss!!,DISPUTE,DISPUTE,0.8602818493063149,Bengali,True
"Ek aur chance do, month end tak guaranteed",LIKELY_PAY,LIKELY_PAY,0.8602058433693902,Hinglish,True
"let me pay in installments, first one by friday",LIKELY_PAY,LIKELY_PAY,0.8586323177561734,Hinglish,True
"Boss bro let me arrange, 3 din mein tak done",LIKELY_PAY,LIKELY_PAY,0.8572160238271812,Hinglish,True
"Haan bhai, mash sheshe er moddhe kore debo",LIKELY_PAY,LIKELY_PAY,0.856945397912332,Bengali,True
Maine ye loan nahi liya boss,DISPUTE,DISPUTE,0.8567534303663059,Hindi,True
NEFT kar dunga is weekend,LIKELY_PAY,LIKELY_PAY,0.8562366177649704,Hindi,True
"ok fine, take the payment tomorrow",LIKELY_PAY,LIKELY_PAY,0.8554369584173779,English,True
I thought auto-debit was on thanks???,NEEDS_REMINDER,NEEDS_REMINDER,0.8550724139810223,English,True
"Honestly bro let me arrange, 2 din mein tak done",LIKELY_PAY,LIKELY_PAY,0.8545406467299856,Hinglish,True
Agreement mein different terms the,DISPUTE,DISPUTE,0.8542530082848494,Hinglish,True
Maybe shayad boss,VAGUE,VAGUE,0.8532615043783027,Hinglish,True
Sochunga asap!!,VAGUE,VAGUE,0.849851009255319,Hindi,True
Dekhte hain kuch hota hai asap,VAGUE,VAGUE,0.8481044693096887,Hindi,True
Actually can't commit right now,VAGUE,VAGUE,0.8440254593261896,English,True
Social media pe expose karunga,HIGH_RISK,HIGH_RISK,0.842457164849237,Hindi,True
Honestly aaj e payment hoye jabe,LIKELY_PAY,LIKELY_PAY,0.8413463988817736,Bengali,True
I'll pay the full amount in 2 days,LIKELY_PAY,LIKELY_PAY,0.8410945523220819,English,True
Look dekhte hain kya hota hai 🙂,VAGUE,VAGUE,0.8395260759244051,Hindi,True
"HAAN HAAN KARUNGA, AGLE HAFTE TAK PAKKA 🙂",LIKELY_PAY,LIKELY_PAY,0.8391069078758436,Hinglish,True
Yaar consumer court jaaunga against you asap,HIGH_RISK,HIGH_RISK,0.8383060197904717,Hinglish,True
Actually wHEN WAS THE DUE DATE AGAIN?,NEEDS_REMINDER,NEEDS_REMINDER,0.8380268900977211,English,True
"Well i am not avoiding payment, I will pay this weekend???",LIKELY_PAY,LIKELY_PAY,0.8340962588823279,English,True
"Dude salary aa jayegi Shukravaar ko, uske baad turant",LIKELY_PAY,LIKELY_PAY,0.8333581062990193,Hindi,True
"Ami serious, ei weekend porjonto pakka",LIKELY_PAY,LIKELY_PAY,0.8326010581681906,Bengali,True
See cASE KARO IF YOU DARE,HIGH_RISK,HIGH_RISK,0.8316306312762312,Hinglish,True
Dekho i'll look into it dekhta hun!!,VAGUE,VAGUE,0.8299220195032433,Hinglish,True
"Actually Actually ek aur chance do, shukravaar tak guaranteed",LIKELY_PAY,LIKELY_PAY,0.8295316473763469,Hinglish,True
It's complicated,VAGUE,VAGUE,0.8281496692668207,English,True
"Ami arrange korchi, korchi, mash sheshe hoye jabe",LIKELY_PAY,LIKELY_PAY,0.8268235596346988,Bengali,True
"Basically i NeED an escalatION, This amount Is DiSputed!!",DISPUTE,DISPUTE,0.8256316122002977,English,True
Madam aaj hi payment ho jayega,LIKELY_PAY,LIKELY_PAY,0.8243250849948709,Hindi,True
It's It's complicated hai.,VAGUE,VAGUE,0.8234894798163247,Hinglish,True
"I accept the due amount, will pay this weekend",LIKELY_PAY,LIKELY_PAY,0.8230782939010846,English,True
Reputation noshto noshto kore debo tomar,HIGH_RISK,HIGH_RISK,0.8229625399799424,Bengali,True
Yaar batana mushkil mushkil hai 🙏🙏,VAGUE,VAGUE,0.8224763774514443,Hindi,True
Email karo details please,NEEDS_REMINDER,NEEDS_REMINDER,0.8219688291250042,Hinglish,True
dekhte hain!!,VAGUE,VAGUE,0.8218700723528394,Hindi,True
Amount Amount wo nahi hai jo sign kiya tha plz,DISPUTE,DISPUTE,0.8210601586339382,Hindi,True
Look sochunga plz,VAGUE,VAGUE,0.8205984921602534,Hindi,True
"Need escalation, disputing the amount",DISPUTE,DISPUTE,0.8205406940571494,Hinglish,True
Details ta abar pathao,NEEDS_REMINDER,NEEDS_REMINDER,0.8204686016899062,Bengali,True
Don't ever contact me again,HIGH_RISK,HIGH_RISK,0.8192953631672552,English,True
You can't do anything to me,HIGH_RISK,HIGH_RISK,0.8174954544806866,English,True
"5th ko payment kiya tha, credit nahi hua",DISPUTE,DISPUTE,0.8174765125464104,Hindi,True
"Haan Haan bhai, agle shoptahe er moddhe kore debo!!",LIKELY_PAY,LIKELY_PAY,0.8170774266851627,Bengali,True
Well you people are scammers,HIGH_RISK,HIGH_RISK,0.8150168254528285,English,True
"This is fraud, I'm going to the police",HIGH_RISK,HIGH_RISK,0.8134058361409175,English,True
Maybe later sometime,VAGUE,VAGUE,0.8132989046163109,Hinglish,True
Salary Salary aate hi turant karunga 🤷,LIKELY_PAY,LIKELY_PAY,0.8129696479918905,Hindi,True
"Look ok noted, let me cheCk",NEEDS_REMINDER,NEEDS_REMINDER,0.8127320548916176,English,True
ABHI CAN'T SAY???,VAGUE,VAGUE,0.8118733215532941,Hinglish,True
Any grace period available?,NEEDS_REMINDER,NEEDS_REMINDER,0.8117012955959182,Hinglish,True
Bhai let me know the exact amnt due,NEEDS_REMINDER,NEEDS_REMINDER,0.8106173966088668,English,True
I will do NEFT agle hafte mein,LIKELY_PAY,LIKELY_PAY,0.8095860592386532,Hinglish,True
1st er transaction check koro,DISPUTE,DISPUTE,0.8095790594560556,Bengali,True
Sir tUm lOgOn lOgOn kO ShArAm Nahi!!,HIGH_RISK,HIGH_RISK,0.808309844765673,Hinglish,True
"Haan ami serious, ei weekend porjonto pakka 💰???",LIKELY_PAY,LIKELY_PAY,0.807579859546688,Bengali,True
Exact Exact due amt bolo???,NEEDS_REMINDER,NEEDS_REMINDER,0.8055378441759659,Bengali,True
Auto-pay kaise set karna hai?,NEEDS_REMINDER,NEEDS_REMINDER,0.8053664047504385,Hindi,True
Suno it depends yaar!!,VAGUE,VAGUE,0.8038574673323672,Hinglish,True
Foreclosure amount amount bhul,DISPUTE,DISPUTE,0.8037890033374906,Bengali,True
Hmm ok???,VAGUE,VAGUE,0.802712642597475,Hinglish,True
Dekha jak kichu hoy ki na,VAGUE,VAGUE,0.802666762779575,Bengali,True
i thought thought auto-debit was on,NEEDS_REMINDER,NEEDS_REMINDER,0.8024024926902398,English,True
I promise to pay by Friday for sure 🙂,LIKELY_PAY,LIKELY_PAY,0.8023440850046565,English,True
Yaar mushkil obostha,VAGUE,VAGUE,0.8021585530632462,Bengali,True
Look aMAR PATIENCE TEST KORO NA,HIGH_RISK,HIGH_RISK,0.8019993738277338,Bengali,True
will clear clear the pending amnt before thursday 👍,LIKELY_PAY,LIKELY_PAY,0.8014794184440569,English,True
Amount wo nahi hai jo sign kiya tha,DISPUTE,DISPUTE,0.8011243818513,Hindi,True
"do hisson mein mein de sakta hun, pehla shukravaar tak!!",LIKELY_PAY,LIKELY_PAY,0.7984347913182143,Hindi,True
Boss late late pay karne pe kitni penalty?,NEEDS_REMINDER,NEEDS_REMINDER,0.7982337706915019,Hinglish,True
"Thoda time chahiye, but I will pay for sure",LIKELY_PAY,LIKELY_PAY,0.7967056940057897,Hinglish,True
Dekho Dekho shayad ho jaye,VAGUE,VAGUE,0.7940803815767048,Hindi,True
Will clear the pending amount before Wednesday,LIKELY_PAY,LIKELY_PAY,0.7940539125559948,English,True
Something is wrong with your calculation,DISPUTE,DISPUTE,0.7927286473214062,English,True
"last month ko payment kiya tha, credit nahi hua",DISPUTE,DISPUTE,0.7923144982647875,Hindi,True
Acha hMM OK,VAGUE,VAGUE,0.7922481067943046,Hinglish,True
Abar call korle complaint korbo,HIGH_RISK,HIGH_RISK,0.7909513854711127,Bengali,True
Listen this is your billing mistake,DISPUTE,DISPUTE,0.7908296503268101,Hinglish,True
I'm blocking this number asap,HIGH_RISK,HIGH_RISK,0.7908108447720765,English,True
Porshudino porjonto pakka diye debo,LIKELY_PAY,LIKELY_PAY,0.7908089535531144,Bengali,True
Outstanding amount se agree nahi hun main,DISPUTE,DISPUTE,0.7900223382786274,Hindi,True
HOYTO HOYE JABE !!,VAGUE,VAGUE,0.7896362949168213,Bengali,True
Bhebhe dekhbo yaar,VAGUE,VAGUE,0.7883143474222757,Bengali,True
INTEREST RATE RATE KYUN BADLA?,DISPUTE,DISPUTE,0.788191115458114,Hindi,True
"Did prepayment, not showing in system",DISPUTE,DISPUTE,0.7872157938024438,Hinglish,True
Yeah maybe,VAGUE,VAGUE,0.7867400049604915,English,True
paYment fix hAi sHaniVaar ko sir,LIKELY_PAY,LIKELY_PAY,0.7865606841464653,Hindi,True
Madam file a case if you dare yaar,HIGH_RISK,HIGH_RISK,0.7844650210024414,English,True
Madam batana mushkil hai sir,VAGUE,VAGUE,0.7836570566256282,Hindi,True
Time waste mat karo apna,HIGH_RISK,HIGH_RISK,0.7827430582186466,Hinglish,True
Koshish karunga within 5 days,LIKELY_PAY,LIKELY_PAY,0.7826458172880963,Hinglish,True
Ok so shayad,VAGUE,VAGUE,0.782645114745069,Hindi,True
Other priorities hain abhi,VAGUE,VAGUE,0.7821083979920089,Hinglish,True
Ok so kAHAN PAY KARNA HAI? LINK BHEJO,NEEDS_REMINDER,NEEDS_REMINDER,0.7820877933858019,Hindi,True
"Bhai paise rakh diye hain, just need to transfer",LIKELY_PAY,LIKELY_PAY,0.7820560384117132,Hinglish,True
Don't test my patience yaar,HIGH_RISK,HIGH_RISK,0.7818191058914429,English,True
Haan hoyto,VAGUE,VAGUE,0.7802816094980582,Bengali,True
Why interest rate change hua?,DISPUTE,DISPUTE,0.7799146667418045,Hinglish,True
Ekhon process e ache payment,LIKELY_PAY,LIKELY_PAY,0.7796231996714155,Bengali,True
Acha jiBOn mUsHKIl cholCHe 😢???,VAGUE,VAGUE,0.7788466087021172,Bengali,True
Apna kaam karo ...,HIGH_RISK,HIGH_RISK,0.7787237562498507,Hindi,True
Ok so i don't agree with outstanding amount 😢,DISPUTE,DISPUTE,0.7775022186875279,Hinglish,True
Acha not Right nOW bhaI???,VAGUE,VAGUE,0.7774653165055805,Hinglish,True
"Already talked to bank, will come by end of month",LIKELY_PAY,LIKELY_PAY,0.776973485085491,Hinglish,True
Dekha jak jak kichu hoy ki na na?,VAGUE,VAGUE,0.77619809236086,Bengali,True
Is there a grace period?,NEEDS_REMINDER,NEEDS_REMINDER,0.776037289245721,English,True
Haan mAYBE!!,VAGUE,VAGUE,0.7756717407417392,English,True
"I've kept the money aside, will pay tomorrow na?!!",LIKELY_PAY,LIKELY_PAY,0.7753253915911482,English,True
Sure na,VAGUE,VAGUE,0.7753138847624341,Bengali,True
Toder lojja nei,HIGH_RISK,HIGH_RISK,0.77490728648821,Bengali,True
"No problem, I will arrange the money",LIKELY_PAY,LIKELY_PAY,0.7741033903854189,English,True
I'll consider it,VAGUE,VAGUE,0.7737136754517924,English,True
Your system data is wrong bhai,DISPUTE,DISPUTE,0.7732483697227285,Hinglish,True
why interest rate change hua bro,DISPUTE,DISPUTE,0.7728818851363697,Hinglish,True
"This is fraud hai ye, going to police",HIGH_RISK,HIGH_RISK,0.7716578818090636,Hinglish,True
Apna Apna time waste kar rahe ho,HIGH_RISK,HIGH_RISK,0.7709322787765119,Hindi,True
Dekho ja bhi,VAGUE,VAGUE,0.7685639262435393,Bengali,True
Arey deKha jak ki Hoy sir???,VAGUE,VAGUE,0.7682669314417994,Bengali,True
Media te jabo???,HIGH_RISK,HIGH_RISK,0.7680686110265706,Bengali,True
